[2025-11-25 09:20:19,411] DEBUG    [ThreadPoolExecutor-0_0|MainProcess] urllib3.connectionpool (connectionpool.py:_new_conn:1022) | Starting new HTTPS connection (1): ghfast.top:443
[2025-11-25 09:20:21,744] DEBUG    [ThreadPoolExecutor-0_0|MainProcess] urllib3.connectionpool (connectionpool.py:_make_request:475) | https://ghfast.top:443 "GET / HTTP/1.1" 200 None
[2025-11-25 09:20:29,344] DEBUG    [MainThread|MainProcess] asyncio (proactor_events.py:__init__:633) | Using proactor: IocpProactor
[2025-11-25 09:20:29,425] INFO     [Thread-2 (start_blocking)|MainProcess] Logger (config.py:validate_config:180) | [BOTQQ]: 2352035044 | [WSURI]: ws://localhost:3001 | [WS_TOKEN]: OQEDAxBZ+QDPk|;U | [ROOT]: 727979595 | [WEBUI]: http://localhost:6099
[2025-11-25 09:20:29,426] INFO     [Thread-2 (start_blocking)|MainProcess] Logger (config.py:validate_config:192) | 未启用插件白名单或黑名单，将加载所有插件
[2025-11-25 09:20:29,429] DEBUG    [Thread-2 (start_blocking)|MainProcess] asyncio (proactor_events.py:__init__:633) | Using proactor: IocpProactor
[2025-11-25 09:20:31,460] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (protocol.py:__init__:256) | = connection is CONNECTING
[2025-11-25 09:20:31,460] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:114) | > GET / HTTP/1.1
[2025-11-25 09:20:31,460] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Host: localhost:3001
[2025-11-25 09:20:31,461] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Upgrade: websocket
[2025-11-25 09:20:31,461] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Connection: Upgrade
[2025-11-25 09:20:31,461] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Sec-WebSocket-Key: GoBjLMUCgw6A7lzhRv13Dw==
[2025-11-25 09:20:31,461] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Sec-WebSocket-Version: 13
[2025-11-25 09:20:31,461] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Sec-WebSocket-Extensions: permessage-deflate; client_max_window_bits
[2025-11-25 09:20:31,461] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Content-Type: application/json
[2025-11-25 09:20:31,461] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Authorization: Bearer OQEDAxBZ+QDPk|;U
[2025-11-25 09:20:31,461] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > User-Agent: Python/3.13 websockets/10.4
[2025-11-25 09:20:31,464] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:read_http_response:147) | < HTTP/1.1 101 Switching Protocols
[2025-11-25 09:20:31,464] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:read_http_response:149) | < Upgrade: websocket
[2025-11-25 09:20:31,465] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:read_http_response:149) | < Connection: Upgrade
[2025-11-25 09:20:31,465] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:read_http_response:149) | < Sec-WebSocket-Accept: yzP15WlhOWqdOB3txGi/sNzH+WE=
[2025-11-25 09:20:31,465] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (protocol.py:connection_open:357) | = connection is OPEN
[2025-11-25 09:20:31,465] DEBUG    [Thread-2 (start_blocking)|MainProcess] Logger (wsroute.py:check_websocket:30) | WebSocket ws://localhost:3001 可用.
[2025-11-25 09:20:31,465] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (protocol.py:write_close_frame:1232) | = connection is CLOSING
[2025-11-25 09:20:31,465] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (protocol.py:write_frame_sync:1183) | > CLOSE 1000 (OK) [2 bytes]
[2025-11-25 09:20:31,466] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (protocol.py:read_frame:1177) | < TEXT '{"time":1764033631,"self_id":2352035044,"post_t...","sub_type":"connect"}' [116 bytes]
[2025-11-25 09:20:31,467] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (protocol.py:read_frame:1177) | < CLOSE 1000 (OK) [2 bytes]
[2025-11-25 09:20:31,468] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (protocol.py:connection_lost:1514) | = connection is CLOSED
[2025-11-25 09:20:31,470] INFO     [Thread-2 (start_blocking)|MainProcess] Logger (client.py:run:317) | NapCat 服务启动登录完成
[2025-11-25 09:20:31,471] DEBUG    [Thread-2 (start_blocking)|MainProcess] asyncio (proactor_events.py:__init__:633) | Using proactor: IocpProactor
[2025-11-25 09:20:31,472] DEBUG    [Thread-2 (start_blocking)|MainProcess] Logger (client.py:info_subscribe_message_types:249) | 已订阅消息类型:[群聊]全部消息类型
[2025-11-25 09:20:31,472] DEBUG    [Thread-2 (start_blocking)|MainProcess] Logger (client.py:info_subscribe_message_types:250) | 已订阅消息类型:[私聊]全部消息类型
[2025-11-25 09:20:33,511] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (protocol.py:__init__:256) | = connection is CONNECTING
[2025-11-25 09:20:33,511] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:114) | > GET /event HTTP/1.1
[2025-11-25 09:20:33,511] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Host: localhost:3001
[2025-11-25 09:20:33,511] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Upgrade: websocket
[2025-11-25 09:20:33,511] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Connection: Upgrade
[2025-11-25 09:20:33,511] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Sec-WebSocket-Key: DldzphO6QpeDlc2peg0ODg==
[2025-11-25 09:20:33,512] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Sec-WebSocket-Version: 13
[2025-11-25 09:20:33,512] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Sec-WebSocket-Extensions: permessage-deflate; client_max_window_bits
[2025-11-25 09:20:33,512] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Content-Type: application/json
[2025-11-25 09:20:33,512] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > Authorization: Bearer OQEDAxBZ+QDPk|;U
[2025-11-25 09:20:33,512] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:write_http_request:116) | > User-Agent: Python/3.13 websockets/10.4
[2025-11-25 09:20:33,513] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:read_http_response:147) | < HTTP/1.1 101 Switching Protocols
[2025-11-25 09:20:33,513] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:read_http_response:149) | < Upgrade: websocket
[2025-11-25 09:20:33,513] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:read_http_response:149) | < Connection: Upgrade
[2025-11-25 09:20:33,513] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (client.py:read_http_response:149) | < Sec-WebSocket-Accept: +NwVhJHk63Y23KtgX/cu5SoY/+0=
[2025-11-25 09:20:33,513] DEBUG    [Thread-2 (start_blocking)|MainProcess] websockets.client (protocol.py:connection_open:357) | = connection is OPEN
